,,,,,,
,,,,,,
Base Aggregate Report,,,,,,
,,,,,,
,,,,,,
,Base Number,Base Name,,Pick Up Date,Number of Trips,Number of Vehicles
,B01608,JERUSALEM CAR COM.INC.,,05/13/2015, 20 , 6 
,B01623,JAMAICA EXPRESS CAR SERVICE INC.,,05/13/2015, 42 , 11 
,B01625,GLOBE CAR SERVICE INC,,05/13/2015, 101 , 7 
,B01626,LA NUEVA QUISQUEYA C/S INC,,05/13/2015," 1,122 ", 127 
,B01635,HAR-SINAY CAR & LIMO SVC INC,,05/13/2015, 41 , 6 
,B01642,VICTORY CAR & LIMO SERVICE INC.,,05/13/2015, 392 , -   
,B01653,ART'S PLACE INC.,,05/13/2015, 95 , 12 
,B01675,"TOWNCAR TRANSPORTATION, INC.",,05/13/2015, 134 , 14 
,B01678,G WAY TRANSPORT INC.,,05/13/2015, 36 , 5 
,B01679,CENTURY CAR SERVICE INC.,,05/13/2015, 92 , 6 
,B01726,SUPER CLASS RADIO DISP INC,,05/13/2015, 867 , 145 
,B01727,"CHAUFFEUR SERVICES, INC.",,05/13/2015, 4 , 3 
,B01730,LUCKY EXPRESS CORPORATION,,05/13/2015, 503 , 95 
,B01733,SHMT INC.,,05/13/2015, 57 , 8 
,B01738,NEW COMMANDO CAR SERVICE CORP.,,05/13/2015, 171 , 25 
,B01741,MONACO LIMO & CAR SERVICES INC.,,05/13/2015, 83 , 16 
,B01742,"AVALON TRANSPORTATION, LLC",,05/13/2015, 32 , 16 
,B01779,APEX CAR & LIMO SVCE INC,,05/13/2015, 54 , 21 
,B01808,OLD TOWN CARS CORP,,05/13/2015, 66 , 10 
,B01849,JOE PAL LIMOUSINE LTD,,05/13/2015, 16 , 7 
,B01854,EUROPE LIMOUSINE SERVICE INC,,05/13/2015, 100 , 30 
,B01868,LIMO 4 LLC,,05/13/2015, 2 , 2 
,B01875,ON LINE LIMOUSINE LLC,,05/13/2015, 422 , 58 
,B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,05/13/2015, 3 , 2 
,B01877,U.S.A. LIMO. INC.,,05/13/2015, 294 , 119 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,05/13/2015, 903 , 100 
,B01912,"CAR 24 TRANSPORTATION, INC",,05/13/2015, 42 , -   
,B01913,MIRAGE LIMOUSINE SERVICE INC,,05/13/2015, 66 , 19 
,B01928,DISCOVER LIMO INC,,05/13/2015, 4 , 2 
,B01957,"ANIMO, INC",,05/13/2015, 14 , 3 
,B01973,RAJA CAR & LIMOUSINE SERVICE INC.,,05/13/2015, 80 , 14 
,B01979,DREAMLAND CAR & LIMO.SVC INC.,,05/13/2015, 1 , 1 
,B01984,NY 88 EXPRESS CORP.,,05/13/2015, 803 , 107 
,B01990,SUK INCORPORATED,,05/13/2015, 133 , 40 
,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,,05/13/2015, 128 , 15 
,B02003,"AVALON CORPORATE CAR,INC.",,05/13/2015, 262 , 89 
,B02016,PLANET LIMOUSINE LLC,,05/13/2015, 219 , 58 
,B02021,EASYRIDE CAR SERVICE INC.,,05/13/2015, 39 , 5 
,B02022,GOLD SEAL CAR & LIMO INC.,,05/13/2015, 98 , 28 
,B02026,A RIDE FOR ALL LLC,,05/13/2015, 7 , 1 
,B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,,05/13/2015, 34 , 13 
,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,05/13/2015, 201 , 98 
,B02096,"CET GROUP, INC",,05/13/2015, 21 , 14 
,B02106,"PERFECT LIMO SERVICE, INC.",,05/13/2015, 6 , -   
,B02110,"OPTIMUM CAR & LIMO, INC.",,05/13/2015, 89 , 8 
,B02120,HARRISON GLOBAL LLC,,05/13/2015, 392 , 122 
,B02127,"CONTINENTAL RIDE, INC.",,05/13/2015, 5 , 3 
,B02133,"TWR CAR & LIMO, INC.",,05/13/2015, 114 , 38 
,B02142,ASCENT LIMOUSINE INC.,,05/13/2015, 1 , 1 
,B02144,"SILVER STAR LIMOUSINES, INC.",,05/13/2015, 22 , 10 
,B02147,"MITA LIMOUSINE, INC.",,05/13/2015, 22 , 11 
,B02155,ABA LUXURY CAR INC.,,05/13/2015, 15 , 15 
,B02157,REAGAN CONVEYANCE  CORP.,,05/13/2015, 200 , 99 
,B02167,MADISON LIMOUSINE INC,,05/13/2015, 8 , 2 
,B02182,"FINEST CAR SERVICE, LLC",,05/13/2015, 5 , 2 
,B02183,BANGLA CAR & LIMO. SERVICE INC.,,05/13/2015, 12 , 12 
,B02191,US LIMO SYSTEM INC,,05/13/2015, 48 , 21 
,B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,05/13/2015, 1 , 1 
,B02217,PCS LIMOUSINE INC.,,05/13/2015, 35 , 11 
,B02240,NEW APPLE TRANS. INC.,,05/13/2015, 27 , 11 
,B02248,HYBRID LIMO EXPRESS INC.,,05/13/2015, 8 , 1 
,B02249,"LA RAZA CAR SERVICE, INC.",,05/13/2015, 243 , 41 
,B02252,ASIANA LIMOUSINE INC.,,05/13/2015, 9 , 5 
,B02265,"COUNTY CAR SERVICE, INC.",,05/13/2015, 32 , 3 
,b02301,DOUBLE A CAR SERVICE INC.,,05/13/2015, 454 , 24 
,B02306,ACCUELIMO LUXURY LLC,,05/13/2015, 101 , 21 
,B02308,NORWOOD CAR & LIMO INC.,,05/13/2015, 38 , 11 
,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,05/13/2015, 31 , -   
,B02378,WELLCARE CAR SERVICE INC.,,05/13/2015, 1 , 1 
,B02389,"EMBARQUE N.Y., INC.",,05/13/2015, 76 , 19 
,B02397,CHICO EXPRESS CORP. 2,,05/13/2015, 120 , 8 
,B02410,"POLO LIMOUSINE, CORP.",,05/13/2015, 96 , 24 
,B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",,05/13/2015, 21 , 2 
,B02435,"TEINETCO, INC",,05/13/2015, 13 , 6 
,B02440,MLL LIMOUSINE SERVICES INC.,,05/13/2015, 77 , 26 
,B02447,"NEW HAMPTON CAR & LIMO, INC.",,05/13/2015, 4 , 4 
,B02468,GROUNDLINK HOLDINGS LLC,,05/13/2015, 169 , 38 
,B02469,FUTURE LIMO VIP CORP,,05/13/2015, 1 , 1 
,B02470,CRI LIMO INC.,,05/13/2015, 34 , 10 
,B02471,TSU GLOBAL SERVICES INC,,05/13/2015, 16 , 8 
,B02475,ECKFORD LITE CAR & LIMO INC.,,05/13/2015, 13 , 6 
,B02491,CALL THREES LLC,,05/13/2015, 19 , 3 
,B02511,DEKALB CAR SERVICE CORP.,,05/13/2015, 31 , 14 
,B02517,LOS PAISANOS LUXURY C/S INC.,,05/13/2015, 18 , 11 
,B02524,ESQ LIMOUSINE LLC,,05/13/2015, 24 , 9 
,B02532,COZY RIDE LIMOUSINE INC,,05/13/2015, 24 , -   
,B02541,HIBA CAR & LIMO SVC INC.,,05/13/2015, 5 , 4 
,B02543,GTA CAR & LIMO SERVICE LLC,,05/13/2015, 46 , 9 
,B02547,NICK CAR & LIMO SERVICE INC.,,05/13/2015, 7 , 5 
,B02564,LAGUARDIA LUXURY CAR & LIMO,,05/13/2015, 2 , 1 
,B02573,SUNSET PARK CAR SERVICE INC,,05/13/2015, 338 , 36 
,B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,05/13/2015, 70 , 40 
,B02590,LUXOR LIMO INC,,05/13/2015, 88 , -   
,B02599,CMS LIMO INC.,,05/13/2015, 11 , 4 
,B02629,CARLUX LIMO INC.,,05/13/2015, 20 , 7 
,B02637,ROOSEVELT CAR & LIMO INC.,,05/13/2015, 7 , 7 
,B02653,NEW COLLEGE CAR SVCE INC,,05/13/2015, 945 , 112 
,B02658,ASCONA CAR SERVICE INC.,,05/13/2015, 9 , 1 
,B02661,MIC-LOU CAR SERVICES_LLC,,05/13/2015, 84 , -   
,B02664,CORPORATE CAR LTD.,,05/13/2015, 5 , 4 
,B02666,"D.L.C. LIMOUSINE SERVICE, INC.",,05/13/2015, 4 , 4 
,B02667,LEON LUXURY LIMO INC,,05/13/2015, 8 , 5 
,B02673,CONCORDE LIMOUSINE INC,,05/13/2015, 2 , 2 
,B02675,FRIELECH CAR & LIMO SERVICE INC,,05/13/2015, 44 , 8 
,B02681,DIRECT CAR & LIMO SERVICE INC.,,05/13/2015, 9 , 6 
,B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,05/13/2015, 4 , 4 
,B02689,OCS LIMO CORP.,,05/13/2015, 7 , 3 
,B02695,SEE USA TOURS INC.,,05/13/2015, 13 , 3 
,B02705                  ,GROUND JET EXECUTIVE TRANSPORTATION LLC,,05/13/2015, 5 , 4 
,B02710,PARADA CAR SERVICE,,05/13/2015, 7 , 6 
,B02712,AVE O CAR SERVICE INC,,05/13/2015, 6 , 6 
,B02715,GROUNDANYWHERE LLC,,05/13/2015, 169 , 38 
,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",,05/13/2015, 112 , 1 
,B02718,CHURCHILL EXECUTIVE CARS INC,,05/13/2015, 2 , 2 
,B02723,CHARLIE BLACK CAR INC,,05/13/2015, 27 , -   
,B02725,KIRIN TRANSPORTATION INC,,05/13/2015, 140 , 1 
,B02726,COMPADRE CAR SERVICE INC.,,05/13/2015, 112 , 9 
,B02731,EMES OF BOROPARK CAR SERVICE INC,,05/13/2015, 42 , 3 
,B02751,RELIANCE GROUP INC,,05/13/2015, 7 , 2 
,B02753,DADDY LIMO INC,,05/13/2015, 28 , 10 
,B02754,TIGER CAR SERVICE INC.,,05/13/2015, 4 , 2 
,B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,05/13/2015, 49 , 5 
,B02808,INVASORA EXPRESS CAR SERVICE CORP.,,05/13/2015, 26 , 4 
,B00008,T-D MAINTENANCE CORP,,05/14/2015, 130 , 15 
,B00009,T-D MAINTENANCE,,05/14/2015, 125 , 16 
,B00013,LOVE CORP CAR INC,,05/14/2015, 442 , 108 
,B00014,NY ONE CORP CAR INC,,05/14/2015, 624 , 169 
,B00021,MEXICANA HIGH CLASS INC.,,05/14/2015, 698 , 71 
,B00029,COMMUNITY CAR SVC CORP,,05/14/2015, 588 , 48 
,B00030,TREMONT DISPATCHING CORP,,05/14/2015, 227 , 17 
,B00035,LOTUS RIDE INC,,05/14/2015, 60 , 29 
,B00078,R & R ROAD LIMO SVCE INC,,05/14/2015, 81 , 45 
,B00083,PAGE-A-RIDE INC,,05/14/2015, 36 , 16 
,B00084,AUTOMOTIVE SVC SYSTEM INC,,05/14/2015, 29 , 13 
,B00160,JAFFA CAR & LIMO SVC INC,,05/14/2015, 273 , 22 
,B00170,EMUNAH CAR SERVICE INC,,05/14/2015, 55 , 9 
,B00202,"EXCELSIOR CAR & LIMO, INC.",,05/14/2015, 71 , 17 
,B00221,PROFESSIONAL CAR SERVICE INC,,05/14/2015, 503 , 79 
,B00235,"ARISTACAR & LIMOUSINE, LTD.",,05/14/2015, 30 , 15 
,B00236,LAST RADIO GROUP CORP.,,05/14/2015, 49 , 13 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,05/14/2015," 1,036 ", 120 
,B00254,XYZ TWO WAY RADIO,,05/14/2015," 1,266 ", 290 
,B00256,FAST OPERATING CORP,,05/14/2015," 3,164 ", 660 
,B00272,BIG APPLE CAR INC,,05/14/2015, 457 , 155 
,B00277,ALL CITY CORP TRANS INC,,05/14/2015, 163 , 46 
,B00281,"VEE CEE LIMOUSINE SERVICE, INC",,05/14/2015, 136 , 10 
,B00296,PRIME TIME TRANS. INC,,05/14/2015, 100 , 42 
,B00310,WATSON CAR SERVICE INC.,,05/14/2015," 1,541 ", 146 
,B00319,AVENTINE AUTO RENTAL INC,,05/14/2015, 126 , 12 
,B00334,DO MAX CORP.,,05/14/2015, 190 , 41 
,B00373,PARTICULAR PEOPLE CAR SERVICE INC.,,05/14/2015, 426 , 36 
,B00381,BELL RADIO INC,,05/14/2015, 497 , 123 
,B00411,FONE-A-CAR INC,,05/14/2015, 247 , 66 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,05/14/2015, 384 , 88 
,B00448,DIAL CAR INC.,,05/14/2015, 5 , 2 
,B00477,INTA-BORO ACRES INC,,05/14/2015," 1,346 ", 167 
,B00492,BLUE WHITE ASSOC. TRANS.SVC.INC.,,05/14/2015, 280 , 21 
,B00552,HINO-MARU ENTERPRISES INC.,,05/14/2015, 52 , 33 
,B00608,SUMMIT CORP CAR INC,,05/14/2015, 182 , 43 
,B00619,LINCOLN LIMO SVCE INC,,05/14/2015, 29 , 5 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,05/14/2015, 7 , 4 
,B00652,RESCUE C/S INC,,05/14/2015, 116 , 17 
,B00706,"VIC & BAY CAR SERVICE, INC",,05/14/2015, 716 , 20 
,B00789,VITAL TRANSPORTATION INC.,,05/14/2015, 891 , 235 
,b00833,OMEGA CAR SERVICE INC.,,05/14/2015, 58 , -   
,B00837,CAREY LIMO N Y INC,,05/14/2015, 633 , 192 
,b00881,CROSSBAY CAR SERVICE INC.,,05/14/2015, 35 , 17 
,B00888,ACE C/L SVCE INC,,05/14/2015, 158 , 44 
,B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,05/14/2015, 81 , 13 
,b00941,PERSONAL TOUCH C/S,,05/14/2015, 58 , -   
,B00975,"T.J.Q. CAR SERVICE, INC.",,05/14/2015, 491 , 52 
,b00983,"1431 CAR SERVICE, INC.",,05/14/2015, 87 , 10 
,b01013,AMERICANA TRANSPORTATION LLC,,05/14/2015, 22 , 6 
,B01016,810 CAR SVCE CORP,,05/14/2015, 899 , 76 
,B01020,MICHAELS CAR SERVICE INC.,,05/14/2015, 52 , 13 
,b01039,NYC WHEELS CAR SERVICE INC.,,05/14/2015, 10 , 10 
,b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,05/14/2015, 86 , 9 
,B01066,DOMINICANA RAD DISP INC,,05/14/2015, 655 , 88 
,B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,05/14/2015, 96 , 11 
,B01079,THE METRO MARINE CAR SERVICE INC,,05/14/2015, 140 , -   
,B01109,UNITED EXP C/L SVCE,,05/14/2015, 704 , 81 
,B01129,GTWY INC,,05/14/2015, 255 , 23 
,B01148,EVELYN CAR SERVICE INC,,05/14/2015, 353 , 53 
,B01177,SLMK INC.,,05/14/2015, 185 , 13 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,05/14/2015, 341 , 88 
,B01231,GO CAR CORP.,,05/14/2015, 251 , 35 
,B01269,DIVISION CAR & LIMO INC.,,05/14/2015, 46 , 6 
,B01280,BENSONHURST RIDE INC.,,05/14/2015, 251 , 26 
,B01306,"R N D TRANSPORTATION, INC.",,05/14/2015, 45 , 8 
,B01313,JOY CAR SERVICES INC.,,05/14/2015, 9 , 8 
,B01332,SKYWAY CAR SERVICE EXPRESS INC.,,05/14/2015, 40 , 7 
,B01336,BAY EXPRESS CORP.,,05/14/2015, 187 , 21 
,B01351,HADERECH CAR SERVICE INC,,05/14/2015, 77 , 6 
,B01367,"ROYAL DISPATCH SERVICES, INC.",,05/14/2015, 270 , 79 
,B01379,J.J.S. TRANSPORTATION CO. INC.,,05/14/2015, 46 , 3 
,B01391,ROSE 'N' DALE C/S INC,,05/14/2015, 178 , 12 
,B01398,ALEX EXP C/L INC,,05/14/2015, 1 , -   
,B01417,NESHER EXPRESS CAR SERVICE 2 INC.,,05/14/2015, 222 , -   
,B01424,EAGLE CAR & LIMO LTD.,,05/14/2015, 30 , 4 
,B01445,J T TRANS CO INC,,05/14/2015, 165 , 53 
,B01452,AREAS TRANSP INC,,05/14/2015, 173 , 12 
,B01453,ST GEORGE EXPRESS CAR SERVICE INC.,,05/14/2015, 239 , 13 
,B01475,"MIDWOOD VS, INC",,05/14/2015, 1 , -   
,B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",,05/14/2015, 93 , 10 
,B01509,"BRUNWISH ENTERPRISES,LTD.",,05/14/2015, 757 , 72 
,B01514,LOS ANDES LIMO INC.,,05/14/2015, 63 , 12 
,B01522,"STM ENTERPRISES,INC",,05/14/2015, 84 , 16 
,B01537,S.I. SPEED INC.,,05/14/2015, 169 , 15 
,B01546,BELLE ROCK OF BEACH CHANNEL INC.,,05/14/2015, 106 , 9 
,B01559,MUNKACS CAR SVC LTD,,05/14/2015, 284 , 21 
,B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,,05/14/2015, 269 , 33 
,B01606,LA MEXICANA EXPRESS INC.,,05/14/2015," 1,781 ", 124 
,B01608,JERUSALEM CAR COM.INC.,,05/14/2015, 26 , 8 
,B01623,JAMAICA EXPRESS CAR SERVICE INC.,,05/14/2015, 67 , 11 
,B01625,GLOBE CAR SERVICE INC,,05/14/2015, 106 , 9 
,B01626,LA NUEVA QUISQUEYA C/S INC,,05/14/2015," 1,248 ", 126 
,B01635,HAR-SINAY CAR & LIMO SVC INC,,05/14/2015, 31 , 8 
,B01642,VICTORY CAR & LIMO SERVICE INC.,,05/14/2015, 388 , -   
,B01653,ART'S PLACE INC.,,05/14/2015, 126 , 12 
,B01675,"TOWNCAR TRANSPORTATION, INC.",,05/14/2015, 128 , 12 
,B01678,G WAY TRANSPORT INC.,,05/14/2015, 46 , 5 
,B01726,SUPER CLASS RADIO DISP INC,,05/14/2015, 930 , 149 
,B01727,"CHAUFFEUR SERVICES, INC.",,05/14/2015, 8 , 4 
,B01730,LUCKY EXPRESS CORPORATION,,05/14/2015, 502 , 103 
,B01733,SHMT INC.,,05/14/2015, 63 , 9 
,B01738,NEW COMMANDO CAR SERVICE CORP.,,05/14/2015, 160 , 24 
,B01741,MONACO LIMO & CAR SERVICES INC.,,05/14/2015, 89 , 12 
,B01742,"AVALON TRANSPORTATION, LLC",,05/14/2015, 27 , 14 
,B01779,APEX CAR & LIMO SVCE INC,,05/14/2015, 53 , 20 
,B01808,OLD TOWN CARS CORP,,05/14/2015, 52 , 10 
,B01849,JOE PAL LIMOUSINE LTD,,05/14/2015, 8 , 4 
,B01854,EUROPE LIMOUSINE SERVICE INC,,05/14/2015, 107 , 31 
,B01875,ON LINE LIMOUSINE LLC,,05/14/2015, 422 , 58 
,B01876,QUALITY EXECUTIVE LIMOUSINE L.L.C,,05/14/2015, 3 , 2 
,B01877,U.S.A. LIMO. INC.,,05/14/2015, 312 , 117 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,05/14/2015, 878 , 99 
,B01912,"CAR 24 TRANSPORTATION, INC",,05/14/2015, 42 , -   
,B01913,MIRAGE LIMOUSINE SERVICE INC,,05/14/2015, 58 , 14 
,B01928,DISCOVER LIMO INC,,05/14/2015, 3 , 2 
,B01957,"ANIMO, INC",,05/14/2015, 12 , 3 
,B01973,RAJA CAR & LIMOUSINE SERVICE INC.,,05/14/2015, 100 , 19 
,B01979,DREAMLAND CAR & LIMO.SVC INC.,,05/14/2015, 1 , 1 
,B01984,NY 88 EXPRESS CORP.,,05/14/2015, 787 , 107 
,B01990,SUK INCORPORATED,,05/14/2015, 108 , 41 
,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,,05/14/2015, 128 , 16 
,B02003,"AVALON CORPORATE CAR,INC.",,05/14/2015, 266 , 88 
,B02016,PLANET LIMOUSINE LLC,,05/14/2015, 219 , 57 
,B02021,EASYRIDE CAR SERVICE INC.,,05/14/2015, 34 , 5 
,B02022,GOLD SEAL CAR & LIMO INC.,,05/14/2015, 103 , 31 
,B02026,A RIDE FOR ALL LLC,,05/14/2015, 1 , 1 
,B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,,05/14/2015, 37 , 13 
,B02095,"COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,",,05/14/2015, 199 , 104 
,B02096,"CET GROUP, INC",,05/14/2015, 21 , 18 
,B02106,"PERFECT LIMO SERVICE, INC.",,05/14/2015, 9 , -   
,B02110,"OPTIMUM CAR & LIMO, INC.",,05/14/2015, 63 , 7 
,B02120,HARRISON GLOBAL LLC,,05/14/2015, 295 , 127 
,B02127,"CONTINENTAL RIDE, INC.",,05/14/2015, 3 , 2 
,B02133,"TWR CAR & LIMO, INC.",,05/14/2015, 128 , 36 
,B02142,ASCENT LIMOUSINE INC.,,05/14/2015, 2 , 2 
,B02144,"SILVER STAR LIMOUSINES, INC.",,05/14/2015, 28 , 11 
,B02147,"MITA LIMOUSINE, INC.",,05/14/2015, 23 , 11 
,B02155,ABA LUXURY CAR INC.,,05/14/2015, 11 , 11 
,B02157,REAGAN CONVEYANCE  CORP.,,05/14/2015, 196 , 96 
,B02167,MADISON LIMOUSINE INC,,05/14/2015, 4 , 1 
,B02182,"FINEST CAR SERVICE, LLC",,05/14/2015, 5 , 2 
,B02183,BANGLA CAR & LIMO. SERVICE INC.,,05/14/2015, 23 , 22 
,B02191,US LIMO SYSTEM INC,,05/14/2015, 52 , 20 
,B02217,PCS LIMOUSINE INC.,,05/14/2015, 35 , 12 
,B02240,NEW APPLE TRANS. INC.,,05/14/2015, 27 , 13 
,B02248,HYBRID LIMO EXPRESS INC.,,05/14/2015, 8 , 1 
,B02249,"LA RAZA CAR SERVICE, INC.",,05/14/2015, 215 , 47 
,B02252,ASIANA LIMOUSINE INC.,,05/14/2015, 4 , 2 
,B02265,"COUNTY CAR SERVICE, INC.",,05/14/2015, 51 , 3 
,b02301,DOUBLE A CAR SERVICE INC.,,05/14/2015, 438 , 23 
,B02306,ACCUELIMO LUXURY LLC,,05/14/2015, 98 , 22 
,B02308,NORWOOD CAR & LIMO INC.,,05/14/2015, 70 , 15 
,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,05/14/2015, 26 , -   
,B02378,WELLCARE CAR SERVICE INC.,,05/14/2015, 2 , 1 
,B02389,"EMBARQUE N.Y., INC.",,05/14/2015, 59 , 16 
,B02397,CHICO EXPRESS CORP. 2,,05/14/2015, 106 , 9 
,B02410,"POLO LIMOUSINE, CORP.",,05/14/2015, 103 , 28 
,B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",,05/14/2015, 18 , 3 
,B02435,"TEINETCO, INC",,05/14/2015, 7 , 3 
,B02440,MLL LIMOUSINE SERVICES INC.,,05/14/2015, 66 , 24 
,B02447,"NEW HAMPTON CAR & LIMO, INC.",,05/14/2015, 4 , 4 
,B02468,GROUNDLINK HOLDINGS LLC,,05/14/2015, 143 , 35 
,B02470,CRI LIMO INC.,,05/14/2015, 29 , 10 
,B02471,TSU GLOBAL SERVICES INC,,05/14/2015, 15 , 7 
,B02475,ECKFORD LITE CAR & LIMO INC.,,05/14/2015, 19 , 8 
,B02491,CALL THREES LLC,,05/14/2015, 21 , 4 
,B02511,DEKALB CAR SERVICE CORP.,,05/14/2015, 30 , 11 
,B02517,LOS PAISANOS LUXURY C/S INC.,,05/14/2015, 14 , 9 
,B02524,ESQ LIMOUSINE LLC,,05/14/2015, 20 , 7 
,B02541,HIBA CAR & LIMO SVC INC.,,05/14/2015, 6 , 5 
,B02542,BAILEY LUXURY & LIMOUSINE CORP.,,05/14/2015, 2 , 2 
,B02543,GTA CAR & LIMO SERVICE LLC,,05/14/2015, 41 , 9 
,B02547,NICK CAR & LIMO SERVICE INC.,,05/14/2015, 8 , 5 
,B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,05/14/2015, 4 , 3 
,B02564,LAGUARDIA LUXURY CAR & LIMO,,05/14/2015, 8 , 4 
,B02573,SUNSET PARK CAR SERVICE INC,,05/14/2015, 311 , 33 
,B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,05/14/2015, 84 , 45 
,B02590,LUXOR LIMO INC,,05/14/2015, 103 , -   
,B02599,CMS LIMO INC.,,05/14/2015, 12 , 4 
,B02629,CARLUX LIMO INC.,,05/14/2015, 21 , 5 
,B02637,ROOSEVELT CAR & LIMO INC.,,05/14/2015, 5 , 5 
,B02653,NEW COLLEGE CAR SVCE INC,,05/14/2015," 1,039 ", 115 
,B02658,ASCONA CAR SERVICE INC.,,05/14/2015, 11 , 1 
,B02661,MIC-LOU CAR SERVICES_LLC,,05/14/2015, 80 , -   
,B02664,CORPORATE CAR LTD.,,05/14/2015, 4 , 4 
,B02666,"D.L.C. LIMOUSINE SERVICE, INC.",,05/14/2015, 12 , 9 
,B02667,LEON LUXURY LIMO INC,,05/14/2015, 3 , 2 
,B02673,CONCORDE LIMOUSINE INC,,05/14/2015, 6 , 5 
,B02681,DIRECT CAR & LIMO SERVICE INC.,,05/14/2015, 3 , 3 
,B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,05/14/2015, 5 , 5 
,B02689,OCS LIMO CORP.,,05/14/2015, 7 , 5 
,B02695,SEE USA TOURS INC.,,05/14/2015, 5 , 2 
,B02705                  ,GROUND JET EXECUTIVE TRANSPORTATION LLC,,05/14/2015, 5 , 3 
,B02710,PARADA CAR SERVICE,,05/14/2015, 5 , 5 
,B02712,AVE O CAR SERVICE INC,,05/14/2015, 6 , 6 
,B02715,GROUNDANYWHERE LLC,,05/14/2015, 143 , 35 
,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",,05/14/2015, 106 , 1 
,B02718,CHURCHILL EXECUTIVE CARS INC,,05/14/2015, 2 , 2 
,B02723,CHARLIE BLACK CAR INC,,05/14/2015, 26 , -   
,B02725,KIRIN TRANSPORTATION INC,,05/14/2015, 132 , 1 
,B02726,COMPADRE CAR SERVICE INC.,,05/14/2015, 110 , 10 
,B02731,EMES OF BOROPARK CAR SERVICE INC,,05/14/2015, 39 , 3 
,B02751,RELIANCE GROUP INC,,05/14/2015, 5 , 4 
,B02753,DADDY LIMO INC,,05/14/2015, 24 , 10 
,B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,05/14/2015, 49 , 5 
,B02808,INVASORA EXPRESS CAR SERVICE CORP.,,05/14/2015, 14 , 4 
,B00008,T-D MAINTENANCE CORP,,05/15/2015, 149 , 17 
,B00009,T-D MAINTENANCE,,05/15/2015, 125 , 15 
,B00013,LOVE CORP CAR INC,,05/15/2015, 339 , 100 
,B00014,NY ONE CORP CAR INC,,05/15/2015, 437 , 143 
,B00021,MEXICANA HIGH CLASS INC.,,05/15/2015, 800 , 69 
,B00029,COMMUNITY CAR SVC CORP,,05/15/2015, 581 , 49 
,B00030,TREMONT DISPATCHING CORP,,05/15/2015, 102 , 10 
,B00035,LOTUS RIDE INC,,05/15/2015, 42 , 25 
,B00078,R & R ROAD LIMO SVCE INC,,05/15/2015, 80 , 34 
,B00083,PAGE-A-RIDE INC,,05/15/2015, 21 , 11 
,B00084,AUTOMOTIVE SVC SYSTEM INC,,05/15/2015, 16 , 10 
,B00160,JAFFA CAR & LIMO SVC INC,,05/15/2015, 259 , 22 
,B00170,EMUNAH CAR SERVICE INC,,05/15/2015, 35 , 9 
,B00202,"EXCELSIOR CAR & LIMO, INC.",,05/15/2015, 47 , 14 
,B00221,PROFESSIONAL CAR SERVICE INC,,05/15/2015, 519 , 77 
,B00235,"ARISTACAR & LIMOUSINE, LTD.",,05/15/2015, 35 , 14 
,B00236,LAST RADIO GROUP CORP.,,05/15/2015, 29 , 13 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,05/15/2015," 1,053 ", 123 
,B00254,XYZ TWO WAY RADIO,,05/15/2015, 860 , 250 
,B00256,FAST OPERATING CORP,,05/15/2015," 2,992 ", 675 
,B00272,BIG APPLE CAR INC,,05/15/2015, 311 , 134 
,B00277,ALL CITY CORP TRANS INC,,05/15/2015, 134 , 37 
,B00281,"VEE CEE LIMOUSINE SERVICE, INC",,05/15/2015, 123 , 8 
,B00296,PRIME TIME TRANS. INC,,05/15/2015, 61 , 31 
